,FMID,Market_Name,City,State,Lat,Lon
2051,1003030,Downtown Manhattan Farmers Market Inc. I,Manhattan,Kansas,39.1806,-96.5635
2052,1003031,Downtown Manhattan Farmers Market Inc. II,Manhattan,Kansas,39.2015,-96.6197
2053,1010225,Downtown Market Grand Rapids,Grand Rapids,Michigan,42.954529,-85.670847
2054,1009372,Downtown MarketPlace,allahassee,Florida,30.4422,-84.2807
2055,1018930,Downtown Marquette Farmers Market,Marquette,Michigan,46.543488,-87.395409
2056,1011040,Downtown McPherson Farmers Market,McPherson,Kansas,38.37133,-97.66445999999999
2057,1011155,Downtown Mead Farmers' Market,Mead ,Colorado,40.229627,-104.988845
2058,1018857,Downtown Melbourne Farmer's Market at Riverview Park,Melbourne,Florida,28.072965999999997,-80.600258
2059,1001301,Downtown Middleton Farmers' Market,Middleton,Wisconsin,43.094525,-89.516386
2060,1002546,Downtown Middletown Farmers' Market,Middletown,New York,41.448592,-74.413365
2061,1003977,Downtown Newport Farmers Market,Newport,Arkansas,35.6268,-91.234721
2062,1018621,Downtown Novato Community Farmers Market,Novato ,California,38.107535999999996,-122.578749
2063,1009415,Downtown Owosso Farmers Market ,Owosso,Michigan,42.9987,-84.1493
2064,1019721,Downtown Palo Alto Farmers' Market,Palo Alto,California,37.44533,-122.159029
2065,1000070,Downtown PATH Greenmarket,New York,New York,40.711952200000006,-74.00817359999999
2066,1005804,Downtown Petoskey Farmers Market,Petoskey,Michigan,45.3733,-84.9555
2067,1010825,Downtown Pineville Farmers Market,Pineville,North Carolina,35.0857891,-80.89126230000001
2068,1008258,Downtown Pittsfield Farmers Market,Pittsfield ,Massachusetts,42.4511915,-73.25035629999999
2069,1018778,Downtown Poplar Bluff Farmers' Market,Poplar Bluff,Missouri,36.754128,-90.395645
2070,1011222,Downtown Ravenna Farmers Market,Ravenna ,Ohio,41.1575566,-81.2420473
2071,1007011,Downtown Rochester Farmers Market,Rochester,New Hampshire,43.2989,-71.031
2072,1007319,Downtown Rochester Farmers' Market,Rochester,Michigan,42.679095000000004,-83.13195
2073,1019534,Downtown Rogers Farmers Market,Rogers,Arkansas,36.330089,-94.115864
2074,1012232,"Downtown Saginaw Farmers' Market, Inc.",Saginaw,Michigan,43.428552,-83.941012
2075,1011441,Downtown San Jose Farmers' Market,San Jose ,California,37.33508870000001,-121.89286200000001
2076,1004072,Downtown San Leandro Certified Farmers' Market,San Leandro,California,37.72235,-122.15361399999999
2077,1018245,Downtown Santa Ana Certified Farmers' Market,Santa Ana,California,33.746286,-117.86917
2078,1005281,Downtown Santa Cruz Farmers' Market,Santa Cruz,California,36.9724758,-122.02703740000001
2079,1005698,Downtown Sharon Farmers Market,Sharon,Pennsylvania,41.2324,-80.5106
2080,1001131,Downtown Sikeston Farmers' Market,Sikeston,Missouri,36.8767,-89.5887
2081,1016881,Downtown South Boston Farmers Market,South Boston,Virginia,36.697453,-78.90013499999999
2082,1000232,Downtown Sparta Farmers Market,Sparta,Michigan,43.1624,-85.7072
2083,1005500,Downtown Steubenville Farmers' Market,Steubenville,Ohio,40.3573,-80.6169
2084,1011035,"Downtown Sylvester Farmers Market, INC.",Sylvester ,Georgia,31.5252235,-83.83565540000001
2085,1000550,Downtown Syracuse Farmers Market,Syracuse,New York,43.0509435,-76.1528314
2086,1004326,Downtown Tifton Farmers' Market,Tifton,Georgia,31.452692,-83.508489
2087,1018322,"Downtown Topeka Farmers Market, Inc.","Topeka, Ks.",Kansas,39.05538,-95.71113199999999
2088,1000723,Downtown Tracy Certified Farmers Market,Tracy,California,37.738328,-121.42688500000001
2089,1008154,Downtown Troy Farmers Market,Troy,Ohio,40.039448,-84.204574
2090,1000505,Downtown Tulsa Farmers Market,Tulsa,Oklahoma,36.15396,-95.99038
2091,1008005,Downtown Uniontown Farmers Market,Uniontown,Pennsylvania,39.901284000000004,-79.72486500000001
2092,1000171,Downtown Valdosta Farm Days,Valdosta,Georgia,30.832295000000002,-83.279103
2093,1006959,Downtown Vero Green Market,Vero Beach,Florida,27.6397,-80.3998
2094,1001816,Downtown Waterfront Market,Elizabeth City,North Carolina,36.2991,-76.2186
2095,1007243,Downtown Waterloo Farmers Market,Waterloo,Iowa,42.4956,-92.3421
2096,1003574,Downtown Waterville Farmers' Market,Waterville,Maine,44.5512,-69.631
2097,1012390,Downtown Waxahachie Farmers Market,Waxahachie ,Texas,32.3832651,-96.85010279999999
2098,1006512,Downtown Wellsboro Farmers Market,Wellsboro,Pennsylvania,41.7472,-77.2889
2099,1010301,Downtown West Bend Farmers' Market,West Bend,Wisconsin,43.424884999999996,-88.183336
2100,1007831,Downtown Westminster Farmers' Market,Westminster,Maryland,39.0641,-76.8194
2101,1011876,Downtown Wichita Falls Farmers Market,Wichita Falls,Texas,33.913521,-98.489528
2102,1019525,Downtown Yakima Farmers Market,Yakima,Washington,46.602267,-120.50278700000001
2103,1004571,Downtown Yankton Summer Market,Yankton,South Dakota,42.8699,-97.3938
2104,1008537,Dowtown Rolla Farmers' Market,Rolla,Missouri,37.950359999999996,-91.761915
2105,1001512,Doyle Valley Farmers Market,Peabody,Kansas,38.16422,-97.10646
2106,1005052,Doylestown Farmers Market,Doylestown,Ohio,40.9706,-81.6956
2107,1008646,Dr. Phillips Farmers Market,Orlando,Florida,28.459412,-81.493887
2108,1004280,Drake Farmers Market,Drake,North Dakota,47.927228,-100.37169499999999
2109,1016911,Drake Neighborhood Farmers Market,Des Moines ,Iowa,41.596602000000004,-93.649704
2110,1018361,"Drake Road Farmers' Market, LLC",Fort Collins,Colorado,40.552934,-105.090755
2111,1002597,Draper Valley Farmer's Market,Draper,Virginia,37.0009,-80.7422
2112,1019729,Dresden Farmers Market,Dresden ,Tennessee,36.277008,-88.693465
2113,1012665,Dripping Springs Farmers Market,Dripping Springs ,Texas,30.192299199999997,-98.0864453
2114,1004676,Druid Hill Farmers' Market,Baltimore,Maryland,39.317944,-76.645847
2115,1002409,Du Quion Farmers Market,Du Quoin,Illinois,38.0132,-89.2385
2116,1005577,Duarte,DUARTE,California,34.1397,-117.978
2117,1005358,Dublin,Dublin,California,37.710402,-121.87863899999999
2118,1009977,Dublin Farmers' Market,Dublin,Ohio,40.099046,-83.10345500000001
2119,1006451,Dubois Farmers' Market,Dubois,Wyoming,43.533336,-109.630466
2120,1005197,Dubuque Farmers Market,Dubuque,Iowa,42.504954,-90.668031
2121,1004485,Dubuque Winter Farmers Market,Dubuque,Iowa,42.503983399999996,-90.66662559999999
2122,1004484,Dudley,Dudley,Massachusetts,42.0441124,-71.9011877
2123,1003113,Due West Farmers Market,Due West,South Carolina,34.3355,-82.3863
2124,1007313,Duffield Farmers Market,Jonesville,Virginia,36.695,-83.154
2125,1010872,Duke Farmers Market,Durham,North Carolina,36.005437,-78.939226
2126,1009697,Duke Farmers Market at Duke Regional Hospital,Durham ,North Carolina,36.035963,-78.89999
2127,1001873,Duke Mobile Farmers Market,Durham,North Carolina,35.994684299999996,-78.9320532
2128,1008158,dulce diamante farmer market,Detroit,Michigan,42.331109000000005,-83.12937600000001
2129,1010851,Duluth Farmer's Market,Duluth,Minnesota,46.8022696,-92.084055
2130,1004090,Duncan Mills-West Sonoma Farmers Market,Villa Grande,California,38.4517,-123.052
2131,1006998,Dundalk Farmers' Market,Dundalk,Maryland,39.2507,-76.5205
2132,1002544,Dundas Farmers Market,Dundas,Minnesota,44.428731,-93.207589
2133,1005571,Dundee Farmers & Crafters Market,Dundee,Wisconsin,43.0423,-87.9638
2134,1006821,Dundee Farmers Market,Dundee,Oregon,45.2796,-123.015
2135,1012250,Dundee Farmers Market,DUNDEE,Michigan,41.957342,-83.660742
2136,1004579,Dunedin Green Market,Dunedin,Florida,28.011999999999997,-82.7876
2137,1011190,Dunkirk Farmers Market,Dunkirk,New York,42.48373,-79.326651
2138,1001993,Dunn Farmers Market,Dunn,North Carolina,35.3072,-78.6074
2139,1006719,Dunsmuir Farmers Market,Dunsmuir,California,41.2122,-122.272
2140,1007707,Dunwoody Green Farmers Market,Dunwoody,Georgia,33.948,-84.3324
2141,1007215,Durand Farmers Market,Durand,Wisconsin,44.6296,-91.9577
2142,1007216,Durand Farmers Market - Wed,Durand,Wisconsin,44.6265,-91.96600000000001
2143,1002994,Durand Union Station Farmers Market,Durand,Michigan,42.9108,-83.9831
2144,1018953,Durango Farmers Market,Durango,Colorado,37.273063,-107.88275800000001
2145,1000312,Durham Farmers' Market,Durham,North Carolina,36.000559,-78.90185600000001
2146,1004646,Durham Farmers' Market,Durham,Connecticut,41.47043,-72.68056999999999
2147,1009830,Durham Farmers' Market,Durham,New Hampshire,43.13661,-70.910656
2148,1011986,Durham Roots Farmers Market,Durham,North Carolina,36.01847,-78.908413
2149,1018350,Dutch Country Farmer's Market,Middletown,Delaware,39.4583829,-75.7173029
2150,1007079,Dutch Country Farmers Market,Philadelphia,Pennsylvania,40.0509,-75.0654
2151,1005283,Dutch Pantry Farmers Market,Auburn,Nebraska,40.38029,-95.839362
2152,1012345,Duvall Farmers Market,Duvall,Washington,47.7382671,-121.985974
2153,1003849,Dyersville Area Farmers' Market,Dyersville,Iowa,42.480140000000006,-91.11279
2154,1005023,Dysart Farmers Market,Dysart,Iowa,42.1718,-92.3063
2155,1011551,"E & E Acres, LLC",-,Missouri,38.701724,-90.317994
2156,1019082,E. Center St. Farmers Market,Fallon ,Nevada,39.473055,-118.776299
2157,1011449,E. Santa Clara St. Farmers' Market,San Jose,California,37.342978,-121.877095
2158,1005953,Eagan Market Fest,Eagan,Minnesota,44.839864,-93.1739
2159,1003880,Eagle Eye Flea and Farmers' Market,Eagle,Colorado,39.6546,-106.834
2160,1003212,Eagle River Farmers' Market,Eagle River,Wisconsin,45.924631,-89.257902
2161,1018729,Eagle Rock Farmers Market,Eagle Rock,California,34.139454,-118.211619
2162,1005920,Eagle Springs Organic Farmer's Market at Eagle Springs Crossing,Rifle,Colorado,39.546808,-107.784791
2163,1007660,Eagles Mere Farmers Market,Eagles Mere,Pennsylvania,41.4109,-76.5819
2164,1007708,Eagleview Farmers Market,Exton,Pennsylvania,40.0326,-75.6275
2165,1001452,Earlimart (Tuesday),Earlimont,California,35.8844,-119.271
2166,1001524,Earlville's Indoor Farmers Market,Earlville,New York,42.7399,-75.5456
2167,1003195,Early Bird Farmers Market,Richfield Springs,New York,42.854,-74.9864
2168,1005727,Earlysville Farmers Market,Earlysville,Virginia,38.1545,-78.480913
2169,1009345,"Earth Markets, Greenville SC ",Greenville ,South Carolina,34.848,-82.40100000000001
2170,1004475,Easley Farmers Market,Easley,South Carolina,34.8303,-82.605
2171,1018222,East Asheville Tailgate Market ,Asheville ,North Carolina,35.58978,-82.500124
2172,1018159,East Atlanta Village Farmers Market ,Atlanta,Georgia,33.738679,-84.344531
2173,1000807,East Aurora Farmers Market,East Aurora,New York,42.765622,-78.632801
2174,1000542,East Bakersfield Community Health Center CFM,Bakersfield,California,35.3659,-118.985
2175,1012686,East Bayfront Eats & Arts,Erie,Pennsylvania,42.13264,-80.07668309999998
2176,1012407,East Boston Farmers Market,East Boston,Massachusetts,42.37485,-71.0395
2177,1003386,East Dubuque,East Dubuque,Illinois,42.4908,-90.6407
2178,1008129,East End Bazaar,"East, Charleston",West Virginia,38.343981,-81.62301500000001
2179,1011673,East End Market,Houston,Texas,29.757510999999997,-95.342978
2180,1003629,East End Market at Bown Crossing,Boise,Idaho,43.574259999999995,-116.1549
2181,1008544,East Falls Farmers' Market,Philadelphia ,Pennsylvania,40.00755,-75.191964
2182,1002854,East Goshen Farmers Market,West Chester,Pennsylvania,,
2183,1007709,East Granby Farmers’ Market,East Granby,Connecticut,41.9431,-72.7264
2184,1019079,East Greenbush Library & YMCA Farmers Market,East Greenbush,New York,42.618063,-73.695566
2185,1004708,East Greenwich Farmers’ Market,East Greenwich,Rhode Island,41.660858000000005,-71.45361899999999
2186,1012383,East Hampton Farmers Market LLC,East Hampton ,New York,40.972415999999996,-72.180675
2187,1004412,East Hanover Farmers Market,E.Hanover,New Jersey,40.8331,-74.3469
2188,1007482,EAST HAVEN FARMERS’ MARKET,East Haven,Connecticut,41.2777,-72.8717
2189,1010104,East Hill Plaza Farmers' Market,Ithaca ,New York,42.4383679,-76.466382
2190,1018974,East Hollywood Certified Farmers' Market,Los Angeles,California,34.101397999999996,-118.30813799999999
2191,1005357,East Holmes Market,Millersburg,Ohio,40.5554,-81.8264
2192,1005544,East Jerusalem Fresh Food on the Block Farmers Market,Hattiesburg,Mississippi,31.3188,-89.28226
2193,1010847,East Jordan Farmers Market,East Jordan ,Michigan,45.152834000000006,-85.130525
2194,1002933,East Lake Farmers Market,Atlanta,Georgia,33.750977,-84.310406
2195,1006684,East Lake Farmers Market,Birmingham,Alabama,33.5615,-86.7246
2196,1005552,East Lake Village Green Market,Port St. Lucie,Florida,27.5739,-80.8024
2197,1018332,East Lansing Farmer's Market,East Lansing ,Michigan,42.737164,-84.487514
2198,1002993,East Los Angeles Farmers Market,Los Angeles,California,34.03349,-118.1609
2199,1008271,East Los Angeles WEDNESDAY Farmers Market,East Los Angeles ,California,34.031506,-118.168567
2200,1000715,East Military Farmers Market,Colon,Nebraska,41.2975,-96.6059
2201,1001475,East Moline Farmers Market,East Moline,Illinois,41.4798,-90.4875
2202,1011113,East Nashville Farmers Market ,Nashville,Tennessee,36.1641924,-86.7396677
2203,1012615,East New York Farmers' Market,Brooklyn,New York,40.6649239,-73.8866767
2204,1006288,East Oakland Farmers Market,Oakland,California,37.7591,-122.18700000000001
2205,1000412,East Oakland Senior Center,Oakland,California,37.7379,-122.189
2206,1019510,East Orange Farmer's Market,East Orange,New Jersey,40.76125,-74.209979
2207,1005342,East Palo Alto Community Farmers Market,East Palo Alto,California,37.471115999999995,-122.1338564
2208,1012717,East Point Farmers Market ,East Point ,Georgia,33.680029,-84.441926
2209,1010324,East Sacramento Farmer's Market,Sacramento,California,38.576126,-121.457852
2210,1007049,East Side Farmers' Market,Oklahoma City,Oklahoma,35.4932,-97.4856
2211,1019094,East Side Farmers' Market,Elmira,New York,42.088765,-76.793909
2212,1007638,East St. Paul Farmers Market,St. Paul,Minnesota,44.9695,-93.0737
2213,1003625,East Tennessee Regional Food Distribution,White Pine,Tennessee,36.1314,-83.2927
2214,1007162,East Texas Farmers Market,Jacksonville,Texas,32.2981,-95.3009
2215,1009904,East Texas State Fair Farmers Market,Tyler,Texas,32.344227000000004,-95.324795
2216,1005757,East Town Market,Milwaukee,Wisconsin,43.041886299999994,-87.9050517
2217,1007827,East Vassalboro Farmers' Market,East Vassalboro,Maine,44.4521,-69.5414
2218,1006657,East Village Long Beach CFM,LONG BEACH,California,33.7681,-118.18799999999999
2219,1007516,EAST WINDSOR FARMERS’ MARKET,East Windsor,Connecticut,41.8064,-72.7329
2220,1003103,Eastbank Saturday Market,Sioux Falls,South Dakota,43.547619,-96.722763
2221,1003175,EASTCHASE FARMERS MARKET,MONTGOMERY,Alabama,32.359808,-86.16463399999999
2222,1008871,Eastern Market,Detroit,Michigan,42.346768,-83.040134
2223,1001624,Eastern Market Outdoor Farmers Market,Washington,District of Columbia,38.886629,-76.996336
2224,1001670,Eastern Oklahoma County Farmers Market,Choctaw,Oklahoma,35.4888,-97.2739
2225,1002440,Eastern Orange County Farmers' Market,Spotsylvania,Virginia,38.3051,-77.8102
2226,1009242,Eastern Shore Farmers' Market ,Grasonville,Maryland,38.9606,-76.189
2227,1019125,Eastgate Plaza Farmers Market,Clarence,New York,42.97573,-78.595325
2228,1019462,Easthampton Farmers & Makers Market,Easthampton,Massachusetts,42.265189,-72.669638
2229,1006029,Eastland Farmers Market,Springfield,Missouri,37.2085,-93.2595
2230,1009934,Easton Farmers Market,Columbus,Ohio,40.049231,-82.91537
2231,1007815,Easton Farmers' Market,Easton,Maryland,39.0641,-76.8194
2232,1009867,Easton Farmers' Market,Easton ,Pennsylvania,40.6909524,-75.2091145
2233,1006929,Eastpoint Farmers' Market,Baltimore,Maryland,39.065864000000005,-76.815535
2234,1000855,Eastpointe Farmers Market,Eastpointe,Michigan,42.464166999999996,-82.958729
2235,1000127,Eastside Farmers Market,Detroit,Michigan,42.387217,-82.94811120000001
2236,1004087,Eastside Farmers Market,Des Moines,Iowa,41.6248,-93.5813
2237,1012730,Eastside Farmers' Market,Madison ,Wisconsin,43.0832213,-89.3677304
2238,1019624,Eastside Sunday Market,Knoxville,Tennessee,35.976258,-83.900903
2239,1019767,Eat Drink RI Market at Blackbird Farm,Smithfield,Rhode Island,41.9015,-71.505333
2240,1009520,Eat Local Long Island Farmers' Market,Farmingdale,New York,40.7156,-73.4346
2241,1010505,Eaton Earlybird Farmer's Market,Eaton,Ohio,39.745290600000004,-84.6364564
2242,1012227,Eaton Rapids Medical Center Farmer's Market,Eaton Rapids ,Michigan,42.495807,-84.657876
2243,1010501,Eatontown (NJ) Farmers Market ,Eatontown,New Jersey,40.305611999999996,-74.060765
2244,1003981,Eatonville Farmers Market,Eatonville,Washington,46.8669,-122.265
2245,1001570,Eau Claire Downtown Farmers Market,Eau Claire,Wisconsin,44.815339,-91.504811
2246,1002389,Eau Claire Farmers Market - Oakwood Mall,Eau Claire,Wisconsin,44.7756,-91.4374
2247,1007225,Eau Gallie Farmers Market,Melbourne,Florida,28.1304,-80.6271
2248,1000466,Ebenezer Lutheran Church Farmers Market,Columbia,South Carolina,34.0112,-81.0361
2249,1003868,Ebenezer Park Farmers Market,Minneapolis,Minnesota,44.9533,-93.2656
2250,1003869,Ebenezer Tower Farmers Market,Minneapolis,Minnesota,44.957,-93.2674
2251,1000900,Ebensburg Farmers Market,Ebensburg,Pennsylvania,40.4852,-78.7251
2252,1010019,Echo Park Farmers' Market,Los Angeles ,California,34.076886,-118.25863000000001
2253,1006207,Echo Park Market,New York,New York,40.8509,-73.9015
2254,1018124,Eden Place Community Farmers Market,Chicago,Illinois,41.804769,-87.634326
2255,1009322,Eden Street Market ,Davidson,North Carolina,35.5004,-80.8499
2256,1007059,Eden Valley New Heritage Public Market,Medford,Oregon,42.288000000000004,-122.845
2257,1009164,Eden's Organic Garden Center ,Balch Springs ,Texas,32.7062,-96.6011
2258,1012783,Edenton Farmers Market,Edenton,North Carolina,36.062086,-76.607401
2259,1006326,Edgebrook Farmers Market,Rockford,Illinois,42.2856,-89.0288
2260,1011540,Edgewater Farmers Market,Chicago ,Illinois,41.9898,-87.659974
2261,1001660,Edgewood Farmer's Market,Edgewood,Maryland,39.415966999999995,-76.292139
2262,1000222,Edgewood Farmers Market,Edgewood,Iowa,42.6445,-91.5679
2263,1001659,Edgewood Farmers' Market,Edgewood,Maryland,39.416114,-76.29209499999999
2264,1004777,Edgewood Farmers' Market,Edgewood,New Mexico,35.065531,-106.20082
2265,1008798,Edible Saturdays Farmers Market,Lewis Center,Ohio,40.153628000000005,-83.017262
2266,1009479,edible South Shore Harvest Market ,Plymouth,Massachusetts,41.9668,-70.6725
2267,1008799,Edible Thursdays Farmers Market,Columbus,Ohio,40.052463,-82.999711
2268,1007372,Edinburgh Commons Green Market,Chesapeake,Virginia,36.6534,-76.2313
2269,1006874,Edison Farmers Market,Edison,New Jersey,40.534,-74.3354
2270,1006086,Edmond Farmers Market,Edmond,Oklahoma,35.6541,-97.4797
2271,1012160,Edmonds Museum Summer Market,Edmonds,Washington,47.811372,-122.376658
2272,1007567,Edmonson County Farmers’ Market,Brownsville,Kentucky,37.1916,-86.2559
2273,1000003,Edmore Farmers Market,Edmore,Michigan,43.4060489,-85.037581
2274,1001298,Edwards CO Farmers' Market,Edwards,Colorado,39.644032,-106.59411899999999
2275,1003917,Edwards County Farmers Market,Albion,Illinois,38.3785,-88.0586
2276,1006939,EFLAND FARMERS MARKET,Efland,North Carolina,36.0812,-79.169
2277,1019118,Egg Harbor Farmers Market,Egg Harbor,Wisconsin,45.049942,-87.280716
2278,1012067,Egleston Farmers Market,Jamaica Plain,Massachusetts,42.314332,-71.103239
2279,1012133,Eighth & Enright Farmers Market @ Common Roots,Cincinnati ,Ohio,39.106241,-84.573114
2280,1012664,El Centro de Laredo Farmers Market,Laredo,Texas,27.505347999999998,-99.508713
2281,1004251,El Cerrito Farmers Market,El Cerrito,California,37.8997,-122.3
2282,1007550,El Dorado Farmers' Market,El Dorado,Kansas,37.8319,-96.8495
2283,1003777,"El Dorado Hills, Thursday Farmers Market",El Dorado Hills,California,38.683538,-121.07549499999999
2284,1011612,El Maercado Familiar,Arroyo zona urbana,Puerto Rico,17.96862,-66.06172099999999
2285,1012369,El Mercadito de Centro,Madison ,Wisconsin,43.038610999999996,-89.395424
2286,1011608,El Mercado Familiar,Guayama,Puerto Rico,17.979207000000002,-66.093809
2287,1011609,El Mercado Familiar,Salinas zona urbana,Puerto Rico,17.978217,-66.29539100000001
2288,1011617,El Mercado Familiar,Patillas,Puerto Rico,18.006914000000002,-66.013453
2289,1011618,El Mercado Familiar,Santa Isabel,Puerto Rico,17.972338,-66.41837199999999
2290,1011619,El Mercado Familiar,Cayey,Puerto Rico,18.115296,-66.16287700000001
2291,1011621,El Mercado Familiar,Caguas zona urbana,Puerto Rico,18.232383,-66.038951
2292,1011622,EL MERCADO FAMILIAR,Cidra,Puerto Rico,18.177505,-66.158486
2293,1011623,El Mercado Familiar,Gurabo,Puerto Rico,18.252607,-65.97864100000001
2294,1011625,El Mercado Familiar,San Lorenzo,Puerto Rico,18.187082,-65.967404
2295,1011626,El Mercado Familiar,Añasco,Puerto Rico,18.286112,-67.141614
2296,1011627,El Mercado Familiar,Maricao,Puerto Rico,18.184534,-66.991607
2297,1011628,El Mercado Familiar,Lajas,Puerto Rico,18.046359,-67.05623800000001
2298,1011629,El Mercado Familiar,San German,Puerto Rico,18.11569,-67.0402
2299,1011631,El Mercado Familiar,Mayaguez,Puerto Rico,18.207320000000003,-67.1093
2300,1011632,El Mercado Familiar,Aguadilla,Puerto Rico,18.438445,-67.154818
2301,1011633,El Mercado Familiar,Isabela,Puerto Rico,18.501749,-67.02372199999999
2302,1011634,El Mercado Familiar,Las Marias,Puerto Rico,18.23855,-66.9829
2303,1011635,El Mercado Familiar,San Sebastian,Puerto Rico,18.32878,-66.9706
2304,1011636,El Mercado Familiar,aibonito,Puerto Rico,18.139723,-66.265701
2305,1011637,El Mercado Familiar,Jayuya,Puerto Rico,18.203088,-66.598512
2306,1011638,El Mercado Familiar,Coamo,Puerto Rico,18.058704000000002,-66.36981999999999
2307,1011639,El Mercado Familiar,Villalba,Puerto Rico,18.127892000000003,-66.481474
2308,1011640,El Mercado Familiar,Peñuelas,Puerto Rico,18.008872,-66.357225
2309,1011641,El Mercado Familiar,Adjuntas,Puerto Rico,18.166604,-66.729934
2310,1011642,El Mercado Familiar,Barranquitas,Puerto Rico,18.184765,-66.310174
2311,1011643,El Mercado Familiar,Comerio,Puerto Rico,18.22345,-66.2207
2312,1011644,El Mercado Familiar,Aguas Buenas,Puerto Rico,18.258154,-66.10642299999999
2313,1011645,El Mercado Familiar,Guanica,Puerto Rico,17.98542,-66.9205
2314,1011646,El Mercado Familiar,Hormigueros,Puerto Rico,18.143559,-67.120577
2315,1011647,El Mercado Familiar,Cabo rojo,Puerto Rico,18.086717,-67.148266
2316,1011648,El Mercado Familiar,Sabana Grande ,Puerto Rico,18.082122000000002,-66.967271
2317,1011649,El Mercado Familiar,Aguada,Puerto Rico,18.380342000000002,-67.188389
2318,1011650,El Mercado Familiar,Rincon,Puerto Rico,18.33636,-67.2363
2319,1011651,El Mercado Familiar,Moca,Puerto Rico,18.397161999999998,-67.115773
2320,1018716,El Paso Downtown Artist and Farmers Market ,El Paso,Texas,31.756883000000002,-106.49428799999998
2321,1007185,El Paso Farmers Market,El Paso,Texas,31.7885,-106.406
2322,1007164,El Paso Farmers Market I,El Paso,Texas,31.753,-106.48100000000001
2323,1007161,El Paso Growers Association I,El Paso,Texas,31.881,-106.421
2324,1007150,El Paso Growers Association III,El Paso,Texas,31.7608,-106.355
2325,1007155,El Paso Growers Association IV,El Paso,Texas,31.8198,-106.541
2326,1007175,El Pason Farmers Market II,El Paso,Texas,31.7011,-106.323
2327,1000040,El Presidio Mercado,Tucson,Arizona,32.2239,-110.973
2328,1003582,El Reno Farmers Market,El Reno,Oklahoma,35.5331,-97.9549
2329,1000024,El Segundo Farmers Market,Los Angeles,California,33.9208,-118.405
2330,1004790,El Valle Farmers' Market,Ribera,New Mexico,35.374127,-105.450125
2331,1012294,Elaney Wood Heritage Farmers Market,Snow Hill ,North Carolina,35.456421999999996,-77.692573
2332,1004049,Elberta Farmer's Market,Elberta,Alabama,30.41395,-87.59908
2333,1005446,Elberta Farmers Market,Elberta,Michigan,44.619209000000005,-86.226146
2334,1008541,Eldon Farmers' Market,Eldon,Missouri,38.348364000000004,-92.581576
2335,1012634,Eldora Farmers Market,Eldora,Iowa,42.360626399999994,-93.10077270000001
2336,1004805,Eldorado Farmers' Market,Santa Fe,New Mexico,35.536120000000004,-105.8905
2337,1008540,Eldorado Springs Farmers' Market,El Dorada Springs,Missouri,37.876787,-94.021567
2338,1004159,Elgin Area Growers Market,Elgin,Iowa,42.9573,-91.6269
2339,1000527,Elgin Farmers Market,Elgin,Arizona,31.659000000000002,-110.54299999999999
2340,1001011,Elgin Farmers Market,Elgin,North Dakota,46.871,-97.2855
2341,1010508,Eli's Cheesecake and Wright College Farmer's Market,Chicago,Illinois,41.9590941,-87.79627990000002
2342,1000022,Elizabeth Avenue Farmers Market,Charlotte,North Carolina,35.214409,-80.8269849
2343,1006377,Elizabeth Farmers Market,Elizabeth,Colorado,39.361195,-104.595551
2344,1006759,Elizabeth Farmers Market,Elizabeth,Illinois,42.317890999999996,-90.22721640000002
2345,1001388,Elizabethtown Farmers' Market,Elizabethtown,New York,44.215607,-73.590621
2346,1002699,Elk City Farmers Market,Elk City,Oklahoma,35.4107,-99.4035
2347,1003711,Elk Grove Certified Farmers' Market,Elk Grove,California,38.42373,-121.405
2348,1011922,Elk Grove Farmers Market,Elk Grove Village,Illinois,42.002905,-88.00783059999999
2349,1003303,Elk Mound Area Farmers Market,Elk Mound,Wisconsin,44.872264,-91.688247
2350,1006151,Elk Rapids Area Chamber of Commerce Farmers Market,Elk Rapids,Michigan,44.896361,-85.40956
2351,1004603,Elkhart Community Farmer's Market,Elkhart,Indiana,41.6901,-85.9685
2352,1002009,Elkin Farmers Market,Elkin,North Carolina,36.245017,-80.850502
2353,1003120,Elkins Farmers Market,Elkins,West Virginia,38.925162,-79.851465
2354,1008066,Elkins Farmers Market - The Marketplace,Beverly,West Virginia,38.841115,-79.875338
2355,1000179,Elko Downtown Business Association Farmer's Market,Elko,Nevada,40.8317,-115.762
2356,1004263,Elko Farmers' Market,Elko,South Carolina,33.380738,-81.379214
2357,1003732,Ellendale Farmers Market,Ellendale,Minnesota,43.872885,-93.301638
2358,1004362,Ellenville Farmers Market,Ellenville,New York,41.716063,-74.394077
2359,1010343,Ellettsville Farmers Market,Ellettsville,Indiana,39.231787,-86.63878000000001
2360,1009426,Ellicottville Farmers Market by REAP ,Ellicottville,New York,42.2756,-78.6752
2361,1018900,Ellington Farmers Market,Ellington,Connecticut,41.903639299999995,-72.4681079
2362,1018898,Ellington Winter Farmers' Market,Ellington ,Connecticut,41.8697886,-72.49035
2363,1007568,Elliott County Farmers’ Market,Sandy Hook,Kentucky,38.1232,-83.1052
2364,1011392,Ellisville Farmers' Market,Ellisville,Missouri,38.585201299999994,-90.587554
2365,1003166,Elloree Farmers Market,Elloree,South Carolina,33.5332,-80.5745
2366,1009045,Ellsworth Farmer's Market,Ellsworth,Michigan,45.165787,-85.246155
2367,1003827,Ellsworth Farmers Market,Ellsworth,Maine,44.5433,-68.4185
2368,1003828,Ellsworth Farmers Market,Ellsworth,Maine,44.542171,-68.422814
